Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,AgeofCar,Brand
2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,8004.78,12,Volkswagen
2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3703.7,14,Hyundai
2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,22270.01,9,Mercedes-Benz
2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3345.28,12,Hyundai
2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,24193.55,8,Toyota
2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,31995.22,9,Audi
2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,9868.58,14,Toyota
2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4647.55,9,Volkswagen
2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2508.96,13,Maruti
2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,15161.29,7,Honda
2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,3082.44,11,Tata
2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24814.81,10,Audi
2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,24205.5,9,Mercedes-Benz
2006,58000,Petrol,Manual,Second,18.342252479408305,1086.0,113.27220292815797,5.0,1792.11,18,Hyundai
2011,60020,Diesel,Manual,First,17.8,1248.0,113.27220292815797,5.0,2986.86,13,Maruti
2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5077.66,10,Maruti
2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,68100.36,7,Mercedes-Benz
2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,52568.7,7,Land Rover
2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4360.81,13,Volkswagen
2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2449.22,12,Maruti
2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3739.55,12,Honda
2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1792.11,24,Tata
2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,3405.02,12,Tata
2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3166.07,12,Maruti
2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12664.28,9,Mahindra
2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1493.43,16,Tata
2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,9856.63,6,Maruti
2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5316.61,13,Honda
2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4420.55,12,Maruti
2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3345.28,15,Ford
2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2150.54,16,Honda
2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26224.61,10,Audi
2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,58542.41,13,BMW
2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,74874.55,7,Audi
2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1672.64,16,Maruti
2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,6571.09,12,Hyundai
2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,3524.49,15,Hyundai
2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,8195.94,8,Honda
2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7347.67,9,Maruti
2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3942.65,13,Hyundai
2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3046.59,13,Volkswagen
2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1792.11,15,Maruti
2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2986.86,20,Toyota
2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1672.64,18,Maruti
2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,4062.13,12,Tata
2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2688.17,12,Maruti
2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,8960.57,11,Skoda
2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,3345.28,16,Toyota
2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9151.73,8,Hyundai
2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8542.41,8,Maruti
2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4181.6,14,Honda
2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,4181.6,10,Tata
2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4121.86,11,Honda
2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,4241.34,8,Hyundai
2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,31051.37,9,BMW
2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6272.4,12,Hyundai
2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3464.76,11,Tata
2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2449.22,19,Skoda
2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,4480.29,7,Maruti
2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8064.52,10,Ford
2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1135.01,13,Chevrolet
2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,62126.64,7,Jaguar
2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,4671.45,17,Honda
2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,32616.49,5,Skoda
2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3225.81,15,Hyundai
2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4181.6,11,Maruti
2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,7407.41,8,Maruti
2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3285.54,13,Nissan
2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3882.92,9,Maruti
2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3882.92,12,Ford
2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,776.58,21,Maruti
2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,41816.01,7,Mini Cooper
2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3882.92,10,Toyota
2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,3464.76,6,Maruti
2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,3464.76,13,Maruti
2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,21206.69,15,BMW
2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,9856.63,9,Nissan
2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6893.67,9,Hyundai
2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11338.11,7,Maruti
2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,15471.92,16,Audi
2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,23894.86,9,Mercedes-Benz
2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1194.74,17,Maruti
2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,8482.68,9,Renault
2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,19713.26,7,Toyota
2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,31063.32,10,Mercedes-Benz
2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3823.18,14,Maruti
2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,11326.16,7,Honda
2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4778.97,9,Hyundai
2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,31660.69,10,Mercedes-Benz
2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,14062.13,10,Mercedes-Benz
2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,44205.5,7,Mercedes-Benz
2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10454.0,8,Honda
2007,50958,Petrol,Manual,First,17.0,1086.0,113.27220292815797,5.0,2329.75,17,Hyundai
2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4480.29,13,Honda
2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2986.86,14,Hyundai
2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,41218.64,7,Jaguar
2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5555.56,9,Honda
2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,38231.78,9,Mini Cooper
2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,75041.82,7,Mercedes-Benz
2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3882.92,10,Hyundai
2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3703.7,10,Maruti
2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,4671.45,13,Maruti
2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,13142.17,13,BMW
2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,4181.6,10,Tata
2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,19713.26,10,Audi
2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,35842.29,12,Land Rover
2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,33452.81,14,Mercedes-Benz
2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,33452.81,6,Mitsubishi
2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1099.16,14,Maruti
2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,3285.54,11,Maruti
2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,64313.02,7,Land Rover
2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5913.98,13,Hyundai
2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,40023.89,11,BMW
2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,33393.07,11,Jaguar
2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,8661.89,14,Skoda
2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,30716.85,7,Audi
2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,35448.03,10,Land Rover
2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,22700.12,11,Mercedes-Benz
2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,15591.4,7,Mahindra
2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,30465.95,9,BMW
2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,10155.32,7,Honda
2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,8661.89,14,Volvo
2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,955.79,19,Hyundai
2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8243.73,7,Hyundai
2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,84814.81,6,Mercedes-Benz
2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2688.17,9,Hyundai
2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6571.09,6,Hyundai
2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,5197.13,11,Honda
2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2688.17,14,Volkswagen
2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,29271.21,8,Audi
2010,42021,Diesel,Manual,First,18.342252479408305,1968.0,113.27220292815797,5.0,6511.35,14,Volkswagen
2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,14372.76,7,Hyundai
2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,10155.32,13,Mercedes-Benz
2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,34050.18,10,Mini Cooper
2006,108000,Petrol,Manual,Second,17.0,1086.0,113.27220292815797,5.0,1433.69,18,Hyundai
2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,6869.77,11,Toyota
2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3823.18,10,Honda
2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,11816.01,6,Maruti
2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,7861.41,12,Skoda
2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4850.66,6,Hyundai
2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,15973.72,5,Renault
2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,30848.27,13,BMW
2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,4468.34,8,Maruti
2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,26284.35,9,Volvo
2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1732.38,17,Maruti
2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2389.49,16,Honda
2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,5615.29,7,Maruti
2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,4480.29,10,Chevrolet
2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,9199.52,8,Mahindra
2012,50243,Petrol,Manual,First,18.342252479408305,1086.0,113.27220292815797,5.0,4002.39,12,Hyundai
2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,3106.33,10,Hyundai
2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,16451.61,7,Hyundai
2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,8482.68,7,Volkswagen
2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,3166.07,16,Honda
2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2986.86,10,Tata
2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8996.42,11,Mahindra
2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,9534.05,7,Hyundai
2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,46594.98,10,Audi
2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2688.17,13,Maruti
2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,4599.76,14,Mitsubishi
2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,16129.03,9,Toyota
2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,4181.6,8,Maruti
2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,10657.11,6,Maruti
2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,24336.92,8,Audi
2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,43608.12,8,BMW
2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,58434.89,8,Audi
2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8602.15,8,Hyundai
2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7156.51,12,Renault
2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6272.4,8,Hyundai
2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7765.83,10,Ford
2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,5256.87,11,Volkswagen
2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5495.82,7,Hyundai
2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3524.49,11,Tata
2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3894.86,13,Honda
2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2652.33,16,Hyundai
2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,12544.8,12,Toyota
2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,9868.58,7,Maruti
2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,17264.04,11,Toyota
2009,80524,Petrol,Manual,Second,15.3,1596.0,113.27220292815797,5.0,2986.86,15,Ford
2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,61445.64,6,Mercedes-Benz
2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,27479.09,10,Mercedes-Benz
2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,6571.09,12,Skoda
2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5376.34,9,Hyundai
2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,8124.25,6,Ford
2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,10454.0,11,Skoda
2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,8363.2,9,Renault
2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,40023.89,9,Land Rover
2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2688.17,13,Ford
2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,5065.71,16,Ford
2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,33954.6,7,Toyota
2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3285.54,12,Volkswagen
2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3584.23,13,Maruti
2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,4241.34,11,Nissan
2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5734.77,11,Hyundai
2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,16129.03,13,BMW
2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,66905.62,7,Mercedes-Benz
2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,4767.03,20,Honda
2016,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,18518.52,8,Hyundai
2010,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2771.8,14,Hyundai
2016,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,22198.33,8,Mercedes-Benz
2014,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6571.09,10,Maruti
2006,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3823.18,18,Skoda
2015,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4778.97,9,Honda
2004,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1911.59,20,Maruti
2013,66012,Petrol,Manual,First,15.5,1586.0,103.3,5.0,4958.18,11,Maruti
2014,35000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,5077.66,10,Honda
2011,75000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3106.33,13,Maruti
2008,80000,Petrol,Automatic,Second,12.1,2362.0,164.7,5.0,4097.97,16,Toyota
2012,32717,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3046.59,12,Chevrolet
2017,25000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,38231.78,7,Toyota
2014,79000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7467.14,10,Ford
2010,86000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,4301.08,14,Maruti
2010,137000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,22102.75,14,Mercedes-Benz
2015,25000,Petrol,Manual,Second,17.3,1497.0,117.3,7.0,5077.66,9,Honda
2017,8500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,5734.77,7,Hyundai
2015,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15531.66,9,Mahindra
2012,41629,Petrol,Manual,Second,14.83,1598.0,105.0,5.0,2688.17,12,Skoda
2009,80227,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2747.91,15,Hyundai
2019,8587,Petrol,Manual,First,15.29,1591.0,121.3,5.0,16200.72,5,Hyundai
2017,30000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,14635.6,7,Mahindra
2013,64186,Diesel,Manual,First,20.5,1598.0,103.5,5.0,4492.23,11,Skoda
2015,76427,Diesel,Manual,First,19.01,1461.0,108.45,5.0,10250.9,9,Renault
2011,75000,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,32855.44,13,BMW
2013,27075,Petrol,Manual,First,17.6,1496.0,88.73,5.0,5913.98,11,Toyota
2012,30000,Petrol,Manual,First,22.5,998.0,67.04,5.0,3942.65,12,Maruti
2016,69434,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9557.95,8,Hyundai
2014,56000,Petrol,Manual,First,23.1,998.0,67.04,5.0,3333.33,10,Maruti
2017,49275,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,54528.08,7,Land Rover
2014,8700,Petrol,Manual,First,18.6,1199.0,76.8,5.0,3046.59,10,Chevrolet
2014,18000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1194.74,10,Tata
2017,41041,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,44874.55,7,Audi
2009,80464,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,11099.16,15,Mercedes-Benz
2019,20667,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7610.51,5,Maruti
2013,60283,Petrol,Manual,First,14.6,1368.0,112.0,5.0,3560.33,11,Fiat
2017,31696,Petrol,Manual,First,20.4,1197.0,81.8,5.0,6869.77,7,Maruti
2010,100000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,15531.66,14,Toyota
2014,13361,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8124.25,10,Maruti
2010,48394,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,12532.86,14,BMW
2014,47399,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6690.56,10,Maruti
2010,69000,Petrol,Automatic,Second,16.8,1497.0,118.0,5.0,3405.02,14,Honda
2013,65278,Diesel,Manual,First,14.66,2199.0,194.3,7.0,9988.05,11,Hyundai
2005,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1194.74,19,Tata
2010,50645,Petrol,Automatic,Second,10.93,2497.0,204.0,5.0,12843.49,14,Mercedes-Benz
2011,130002,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4599.76,13,Maruti
2012,107000,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3584.23,12,Ford
2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11469.53,9,Honda
2012,109000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15830.35,12,Toyota
2016,9000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,6869.77,8,Honda
2014,43900,Diesel,Manual,First,22.54,1396.0,88.73,5.0,8064.52,10,Hyundai
2013,64000,Diesel,Manual,Second,18.2,1248.0,73.8,7.0,5794.5,11,Chevrolet
2019,13190,Petrol,Automatic,First,18.342252479408305,1950.0,181.43,5.0,46583.03,5,Mercedes-Benz
2009,77652,Petrol,Automatic,First,12.6,1586.0,103.2,5.0,3405.02,15,Maruti
2012,55000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,11362.01,12,Toyota
2012,59900,Diesel,Automatic,Second,18.48,1995.0,177.0,5.0,22102.75,12,BMW
2015,73539,Diesel,Manual,First,19.01,1461.0,108.45,5.0,8064.52,9,Renault
2017,31645,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,35125.45,7,BMW
2009,69690,Petrol,Manual,First,17.7,1497.0,78.0,5.0,3930.7,15,Honda
2016,41000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,11350.06,8,Maruti
2010,109200,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,2628.43,14,Maruti
2012,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7765.83,12,Mahindra
2007,51000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,5854.24,17,Honda
2013,105000,Diesel,Manual,Second,25.47,1248.0,88.5,7.0,8064.52,11,Maruti
2013,179000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,4540.02,11,Toyota
2013,12100,Petrol,Automatic,First,9.9,1984.0,207.8,2.0,35244.92,11,Audi
2017,31000,Diesel,Manual,First,21.13,1498.0,108.4,5.0,12544.8,7,Skoda
2015,50000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7407.41,9,Volkswagen
2009,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5973.72,15,Skoda
2007,35000,Diesel,Manual,First,19.2,1461.0,65.0,5.0,2747.91,17,Mahindra
2016,100200,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20310.63,8,Toyota
2014,47000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,30465.95,10,BMW
2015,63642,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6750.3,9,Honda
2015,62550,Diesel,Manual,First,25.8,1498.0,98.6,5.0,6690.56,9,Honda
2015,37340,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,35818.4,9,Jaguar
2016,38461,Diesel,Manual,First,26.59,1248.0,74.0,5.0,8829.15,8,Maruti
2018,29000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,22700.12,6,Jeep
2010,31000,Petrol,Manual,First,12.5,1794.0,132.0,5.0,5973.72,14,Toyota
2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4002.39,13,Honda
2013,49000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,5316.61,11,Maruti
2019,77240,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,9928.32,5,Hyundai
2012,105000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,7168.46,12,Mahindra
2014,35000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6272.4,10,Maruti
2006,83072,Petrol,Manual,First,17.0,1086.0,113.27220292815797,5.0,1672.64,18,Hyundai
2012,202082,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,14695.34,12,Audi
2004,129000,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,1792.11,20,Ford
2018,33558,Diesel,Manual,First,20.14,1498.0,88.0,5.0,9701.31,6,Volkswagen
2012,60271,Diesel,Manual,First,13.6,2523.0,63.0,7.0,7311.83,12,Mahindra
2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,12998.81,7,Honda
2014,9500,Petrol,Manual,First,18.2,1199.0,82.5,5.0,4181.6,10,Chevrolet
2016,42362,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7347.67,8,Hyundai
2016,21000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,39426.52,8,BMW
2012,15200,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,16129.03,12,BMW
2015,43690,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,20442.05,9,Toyota
2014,79926,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,35567.5,10,Audi
2013,53073,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7108.72,11,Maruti
2015,59000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,6869.77,9,Hyundai
2006,47088,Petrol,Automatic,Second,10.13,3498.0,364.9,5.0,22700.12,18,Mercedes-Benz
